IncidentKey,DateKey,SeverityKey,AttackTypeKey,DepartmentKey,SourceKey,IncidentCount,ResolvedFlag,TimeToResolveHours,DataBreachOccurred,EstimatedCostUSD
1476,202303,3,2,1,1,1,1,1.4,0,9436.0
1477,202303,3,3,2,3,1,1,4.0,0,25247.0
1478,202303,3,5,2,8,1,1,2.2,0,9602.0
1479,202303,3,10,1,2,1,1,0.9,0,5134.0
1480,202303,3,2,7,1,1,1,0.4,0,1931.0
1481,202303,3,2,5,6,1,1,3.1,0,11357.0
1482,202303,3,8,4,8,1,1,1.9,0,9046.0
1483,202303,3,4,6,1,1,1,1.0,0,3412.0
1484,202303,3,3,2,1,1,1,1.3,0,5324.0
1485,202303,3,10,2,2,1,1,1.4,0,10647.0
1486,202303,3,1,2,6,1,1,1.6,0,6562.0
1487,202303,3,8,1,3,1,1,1.4,0,7447.0
1488,202303,3,6,7,7,1,1,1.5,0,4868.0
1489,202303,4,2,3,5,1,1,1.1,0,13630.0
1490,202303,4,5,2,3,1,1,3.1,0,27947.0
1491,202303,4,4,7,4,1,1,3.7,0,38741.0
1492,202303,4,10,6,8,1,1,1.1,0,6133.0
1493,202303,4,10,5,8,1,1,3.2,0,26384.0
1494,202303,4,6,7,2,1,1,0.6,0,5170.0
1495,202303,4,1,5,4,1,1,1.0,0,8352.0
1496,202303,4,1,3,8,1,1,2.2,0,9495.0
1497,202303,4,2,7,5,1,1,2.1,0,24842.0
1498,202303,4,5,8,1,1,1,2.0,0,16254.0
1499,202303,4,5,5,1,1,1,2.4,0,23181.0
1500,202303,4,2,7,1,1,1,1.8,0,19868.0
1501,202303,4,9,2,5,1,1,0.6,0,4360.0
1502,202303,4,9,1,4,1,1,4.0,0,48688.0
1503,202303,4,1,4,1,1,1,1.4,0,6899.0
1504,202303,4,1,8,6,1,1,3.9,0,36662.0
1505,202303,4,4,3,3,1,1,2.0,0,24009.0
1506,202303,4,4,4,1,1,1,2.8,0,26749.0
1507,202303,4,6,2,6,1,1,3.5,0,15186.0
1508,202303,4,6,4,4,1,1,0.8,0,10077.0
1509,202303,4,1,8,1,1,1,3.9,0,29815.0
1510,202303,4,9,5,3,1,1,2.3,0,25540.0
1511,202303,4,2,4,2,1,1,0.9,0,4508.0
1512,202303,4,9,8,1,1,1,0.4,0,3815.0
1513,202303,4,7,8,1,1,1,1.2,0,4615.0
1514,202303,4,7,1,3,1,1,2.5,0,24879.0
1515,202303,4,1,2,6,1,1,0.5,0,3707.0
1516,202303,4,6,2,7,1,1,3.5,0,13097.0
1517,202303,4,6,2,2,1,1,3.3,0,33734.0
1518,202303,4,3,5,5,1,1,3.2,0,35381.0
1519,202303,4,2,2,1,1,1,3.9,0,31996.0
1520,202303,4,4,2,2,1,1,0.5,0,6153.0
1521,202303,4,9,2,6,1,1,2.8,0,23901.0
1522,202303,4,1,3,6,1,1,2.8,0,30082.0
1523,202303,4,3,7,3,1,1,1.8,0,10942.0
1524,202303,4,1,8,4,1,1,2.1,0,23843.0
1525,202303,4,2,7,1,1,1,3.3,0,39539.0
1526,202303,4,6,4,3,1,1,2.4,0,10769.0
1527,202303,4,2,2,2,1,1,1.5,0,5939.0
1528,202303,4,5,3,1,1,1,2.3,0,25673.0
1529,202303,4,1,2,3,1,1,2.8,0,25167.0
1530,202303,4,1,2,7,1,1,3.1,0,31475.0
1531,202303,4,6,2,3,1,1,1.1,0,13098.0
1532,202303,4,2,1,2,1,1,3.8,0,47257.0
1533,202303,4,1,7,7,1,1,2.1,0,11611.0
1534,202303,4,7,7,2,1,1,1.8,0,9896.0
1535,202303,4,3,8,2,1,1,1.7,0,14149.0
1536,202303,4,3,2,2,1,1,1.6,0,18680.0
1537,202303,4,5,1,7,1,1,3.9,0,30058.0
1538,202303,4,3,2,2,1,1,1.5,0,5458.0
1539,202303,4,2,7,1,1,1,0.4,0,3405.0
1540,202303,4,7,5,6,1,1,1.8,0,8394.0
1541,202303,4,3,2,3,1,1,2.4,0,13342.0
1542,202303,4,6,6,6,1,1,1.5,0,15792.0
1543,202403,1,4,7,6,1,1,35.6,0,91088.0
1544,202403,1,2,2,1,1,1,34.7,0,104119.0
1545,202403,1,5,6,1,1,1,25.3,0,24753.0
1546,202403,1,7,1,7,1,1,0.6,1,1388.0
1547,202403,1,1,7,1,1,1,0.7,0,1187.0
1548,202403,1,6,6,6,1,1,44.8,0,106726.0
1549,202403,1,1,1,4,1,1,26.6,1,55078.0
1550,202403,1,2,5,2,1,1,1.1,0,2659.0
1551,202403,2,9,2,1,1,1,11.0,0,45288.0
1552,202403,2,1,2,5,1,1,6.5,0,35835.0
1553,202403,2,2,8,3,1,1,1.2,0,7446.0
1554,202403,2,4,5,2,1,1,11.9,0,31941.0
1555,202403,2,7,1,6,1,1,11.9,0,56162.0
1556,202403,2,1,1,3,1,1,4.7,0,19989.0
1557,202403,2,1,6,1,1,1,8.5,0,16974.0
1558,202403,2,3,6,7,1,1,4.2,0,26423.0
1559,202403,2,1,5,1,1,1,3.0,0,17778.0
1560,202403,2,8,5,3,1,1,3.5,0,21126.0
1561,202403,2,7,2,4,1,1,6.9,0,12130.0
1562,202403,2,2,1,2,1,1,7.2,0,37518.0
1563,202403,2,8,4,1,1,1,3.8,0,16367.0
1564,202403,2,6,4,6,1,1,10.8,0,34477.0
1565,202403,2,9,7,1,1,1,9.5,0,46633.0
1566,202403,2,1,5,6,1,1,11.7,0,21736.0
1567,202403,2,3,2,8,1,1,1.2,0,5406.0
1568,202403,2,6,5,3,1,1,11.6,0,36733.0
1569,202403,2,7,2,7,1,1,11.9,0,47063.0
1570,202403,2,2,5,3,1,1,5.4,0,26258.0
1571,202403,2,7,4,1,1,1,9.3,0,28066.0
1572,202403,2,1,7,1,1,1,1.3,0,3042.0
1573,202403,3,8,8,6,1,1,0.9,0,4685.0
1574,202403,3,2,1,1,1,1,0.3,0,1386.0
1575,202403,3,2,8,2,1,1,0.7,0,2120.0
1576,202403,3,3,4,4,1,1,2.4,0,12811.0
1577,202403,3,1,1,2,1,1,2.4,0,16075.0
1578,202403,3,9,3,8,1,1,1.7,0,7652.0
1579,202403,3,3,8,1,1,1,3.0,0,19286.0
1580,202403,3,1,5,4,1,1,0.9,0,4627.0
1581,202403,3,1,2,2,1,1,1.3,0,4486.0
1582,202403,3,1,4,2,1,1,1.9,0,11184.0
1583,202403,3,1,3,2,1,1,3.8,0,28844.0
1584,202403,3,4,5,5,1,1,1.0,0,3170.0
1585,202403,3,2,1,3,1,1,1.5,0,10298.0
1586,202403,3,9,3,3,1,1,1.5,0,12407.0
1587,202403,3,7,5,1,1,1,1.4,0,9440.0
1588,202403,3,8,2,3,1,1,1.5,0,14017.0
1589,202403,3,2,2,6,1,1,2.9,0,17212.0
1590,202403,3,6,8,2,1,1,1.5,0,6627.0
1591,202403,3,9,4,2,1,1,0.7,0,4522.0
1592,202403,3,6,5,1,1,1,2.8,0,17810.0
1593,202403,3,8,4,6,1,1,1.1,0,8958.0
1594,202403,3,8,1,8,1,1,3.4,0,27623.0
1595,202403,3,7,4,1,1,1,2.6,0,10771.0
1596,202403,3,7,2,6,1,1,1.9,0,9717.0
1597,202403,3,4,5,3,1,1,2.5,0,15619.0
1598,202403,3,8,4,4,1,1,0.4,0,3749.0
1599,202403,3,8,8,4,1,1,2.5,0,22459.0
1600,202403,3,1,8,2,1,1,2.7,0,13381.0
1601,202403,3,7,5,1,1,1,2.4,0,16906.0
1602,202403,3,7,4,7,1,1,1.5,0,12199.0
1603,202403,3,1,1,1,1,1,1.3,0,7900.0
1604,202403,3,5,5,5,1,1,2.8,0,11176.0
1605,202403,3,2,4,3,1,1,3.2,0,21241.0
1606,202403,3,5,2,2,1,1,4.0,0,23504.0
1607,202403,3,2,4,1,1,1,0.7,0,6421.0
1608,202403,3,1,3,2,1,1,1.6,0,12875.0
1609,202403,3,5,4,2,1,1,2.1,0,11665.0
1610,202403,3,8,4,2,1,1,0.5,0,1361.0
1611,202403,3,8,1,1,1,1,3.4,0,24022.0
1612,202403,3,7,8,1,1,1,3.7,0,28607.0
1613,202403,3,5,2,4,1,1,0.9,0,5788.0
1614,202403,3,4,2,7,1,1,1.8,0,6710.0
1615,202403,3,7,6,3,1,1,1.8,0,13877.0
1616,202403,3,1,4,5,1,1,1.9,0,4621.0
1617,202403,4,1,2,2,1,1,3.1,0,33988.0
1618,202403,4,1,5,1,1,1,3.3,0,27569.0
1619,202403,4,2,3,2,1,1,2.0,0,11437.0
1620,202403,4,4,5,6,1,1,1.5,0,10396.0
1621,202403,4,3,5,1,1,1,1.6,0,18107.0
1622,202403,4,6,2,8,1,1,2.8,0,30480.0
1623,202403,4,6,5,1,1,1,2.8,0,17378.0
1624,202403,4,1,2,1,1,1,1.0,0,9857.0
1625,202403,4,5,4,3,1,1,2.5,0,21795.0
1626,202403,4,3,2,3,1,1,2.7,0,26614.0
1627,202403,4,7,2,4,1,1,0.9,0,5376.0
1628,202403,4,1,3,8,1,1,2.0,0,7429.0
1629,202403,4,2,1,3,1,1,0.8,0,8821.0
1630,202403,4,5,5,6,1,1,2.1,0,20523.0
1631,202403,4,3,7,8,1,1,1.9,0,9131.0
1632,202403,4,6,1,7,1,1,3.1,0,18613.0
1633,202403,4,2,2,4,1,1,1.4,0,14973.0
1634,202403,4,6,7,7,1,1,3.1,0,26280.0
1635,202403,4,1,5,1,1,1,1.3,0,10938.0
1636,202403,4,2,5,8,1,1,3.1,0,32538.0
1637,202403,4,4,5,2,1,1,4.0,0,16733.0
1638,202403,4,7,8,2,1,1,1.4,0,17911.0
1639,202403,4,4,2,2,1,1,3.5,0,14123.0
1640,202403,4,1,8,7,1,1,1.2,0,13179.0
1641,202403,4,6,7,2,1,1,3.5,0,31705.0
1642,202403,4,3,2,5,1,1,0.8,0,4147.0
1643,202403,4,1,8,1,1,1,2.4,0,19944.0
1644,202403,4,6,5,1,1,1,1.5,0,14938.0
1645,202403,4,2,5,2,1,1,3.8,0,30926.0
1646,202403,4,7,1,1,1,1,3.9,0,41896.0
1647,202403,4,1,2,8,1,1,2.7,0,26821.0
1648,202403,4,1,2,1,1,1,2.9,0,32345.0
1649,202403,4,9,6,3,1,1,2.1,0,18361.0
1650,202403,4,2,6,3,1,1,1.7,0,6672.0
1651,202403,4,9,8,1,1,1,1.8,0,18717.0
1652,202403,4,8,3,3,1,1,3.8,0,24100.0
1653,202403,4,1,8,8,1,1,3.0,0,30651.0
1654,202403,4,4,6,6,1,1,2.9,0,32947.0
1655,202403,4,9,5,3,1,1,1.1,0,8057.0
1656,202403,4,1,4,2,1,1,1.5,0,8884.0
1657,202403,4,5,5,1,1,1,2.4,0,18862.0
1658,202403,4,2,6,7,1,1,0.5,0,2078.0
1659,202403,4,9,4,1,1,1,0.8,0,9147.0
1660,202403,4,4,4,1,1,1,4.0,0,29227.0
1661,202403,4,8,2,6,1,1,1.4,0,16232.0
1662,202403,4,2,1,6,1,1,1.6,0,6386.0
1663,202403,4,7,6,1,1,1,0.5,0,4603.0
1664,202403,4,8,7,7,1,1,1.2,0,11391.0
1665,202403,4,8,1,1,1,1,1.1,0,4343.0
1666,202403,4,6,2,4,1,1,2.8,0,9210.0
1667,202403,4,8,3,8,1,1,0.7,0,8021.0
1668,202403,4,8,2,3,1,1,0.6,0,4126.0
1669,202403,4,8,8,1,1,1,0.7,0,4710.0
1670,202403,4,2,2,3,1,1,3.2,0,33377.0
1671,202403,4,1,6,6,1,1,0.8,0,6634.0
1672,202403,4,1,5,6,1,1,0.9,0,5914.0
1673,202403,4,1,6,6,1,1,0.9,0,6437.0
1674,202403,4,7,4,8,1,1,1.1,0,12988.0
1675,202403,4,1,8,1,1,1,2.5,0,17217.0
1676,202403,4,3,3,7,1,1,0.8,0,4687.0
1677,202403,4,1,2,4,1,1,2.5,0,25308.0
1678,202304,1,2,8,6,1,1,1.6,0,4643.0
1679,202304,1,2,5,5,1,1,24.6,0,37129.0
1680,202304,1,1,8,7,1,1,45.8,0,49033.0
1681,202304,1,5,6,5,1,1,3.7,0,3067.0
1682,202304,1,3,3,1,1,1,18.8,0,34029.0
1683,202304,1,6,6,1,1,1,36.7,0,97214.0
1684,202304,1,1,5,1,1,1,1.0,0,3014.0
1685,202304,1,10,4,4,1,1,14.0,0,36975.0
1686,202304,2,4,7,3,1,1,1.3,0,5428.0
1687,202304,2,7,2,2,1,1,1.3,0,2573.0
1688,202304,2,2,8,1,1,1,6.6,0,22938.0
1689,202304,2,8,8,8,1,1,7.9,0,37028.0
1690,202304,2,2,7,3,1,1,8.8,0,49835.0
1691,202304,2,1,2,1,1,1,11.1,0,23940.0
1692,202304,2,7,5,1,1,1,3.9,0,20125.0
1693,202304,2,9,2,1,1,1,0.4,0,903.0
1694,202304,2,1,2,3,1,1,11.5,0,47270.0
1695,202304,2,10,7,2,1,1,2.3,0,5081.0
1696,202304,2,10,2,6,1,1,10.7,0,56741.0
1697,202304,2,1,3,7,1,1,5.3,0,21807.0
1698,202304,2,2,7,5,1,1,7.6,0,30259.0
1699,202304,2,6,3,1,1,1,6.1,0,26358.0
1700,202304,2,3,2,2,1,1,9.3,0,54800.0
1701,202304,2,8,7,1,1,1,3.0,0,12127.0
1702,202304,2,1,1,2,1,1,0.8,0,2678.0
1703,202304,2,1,2,8,1,1,0.7,0,3818.0
1704,202304,2,9,7,6,1,1,5.2,0,16352.0
1705,202304,2,4,7,2,1,1,3.5,0,6909.0
1706,202304,2,3,1,4,1,1,8.2,0,15193.0
1707,202304,3,2,8,4,1,1,3.9,0,36151.0
1708,202304,3,1,4,8,1,1,1.3,0,11028.0
1709,202304,3,3,1,4,1,1,2.0,0,10112.0
1710,202304,3,2,5,7,1,1,1.4,0,9637.0
1711,202304,3,5,3,5,1,1,3.9,0,37378.0
1712,202304,3,10,2,6,1,1,3.6,0,28352.0
1713,202304,3,2,2,1,1,1,3.7,0,9517.0
1714,202304,3,6,3,6,1,1,3.4,0,29634.0
1715,202304,3,3,1,7,1,1,2.7,0,22985.0
1716,202304,3,9,2,1,1,1,1.1,0,10426.0
1717,202304,3,4,4,1,1,1,3.9,0,13358.0
1718,202304,3,2,1,1,1,1,3.7,0,32784.0
1719,202304,3,6,4,6,1,1,3.6,0,20523.0
1720,202304,3,9,1,5,1,1,0.7,0,2353.0
1721,202304,3,4,1,5,1,1,2.4,0,13277.0
1722,202304,3,1,2,2,1,1,1.3,0,6068.0
1723,202304,3,10,4,6,1,1,3.4,0,16147.0
1724,202304,3,5,2,2,1,1,0.6,0,2316.0
1725,202304,3,10,8,5,1,1,0.7,0,2213.0
1726,202304,3,5,4,2,1,1,1.8,0,11266.0
1727,202304,3,10,2,3,1,1,1.4,0,6031.0
1728,202304,3,1,1,1,1,1,3.3,0,15148.0
1729,202304,3,9,7,5,1,1,0.4,0,3367.0
1730,202304,3,3,2,1,1,1,2.9,0,27180.0
1731,202304,3,4,5,1,1,1,2.8,0,11965.0
1732,202304,3,1,1,3,1,1,3.5,0,22410.0
1733,202304,3,6,2,1,1,1,2.0,0,16376.0
1734,202304,3,1,1,1,1,1,0.5,0,4011.0
1735,202304,3,2,2,2,1,1,3.3,0,16764.0
1736,202304,3,8,6,1,1,1,2.5,0,10659.0
1737,202304,3,1,1,1,1,1,1.0,0,7051.0
1738,202304,3,10,2,1,1,1,3.6,0,30137.0
1739,202304,3,3,1,1,1,1,3.8,0,10505.0
1740,202304,3,7,4,8,1,1,3.0,0,17916.0
1741,202304,3,4,6,3,1,1,0.9,0,3551.0
1742,202304,3,1,2,2,1,1,2.0,0,6940.0
1743,202304,3,7,5,5,1,1,1.2,0,5430.0
1744,202304,3,4,5,3,1,1,0.5,0,2207.0
1745,202304,3,1,4,2,1,1,2.7,0,21978.0
1746,202304,3,2,6,7,1,1,2.3,0,5843.0
1747,202304,3,4,8,6,1,1,1.6,0,10113.0
1748,202304,3,5,3,5,1,1,2.2,0,11432.0
1749,202304,4,1,1,2,1,1,2.5,0,8703.0
1750,202304,4,10,8,2,1,1,0.5,0,6359.0
1751,202304,4,6,3,7,1,1,2.5,0,13586.0
1752,202304,4,1,1,2,1,1,2.7,0,15548.0
1753,202304,4,10,7,1,1,1,3.1,0,38127.0
1754,202304,4,7,8,3,1,1,1.6,0,18010.0
1755,202304,4,1,2,2,1,1,2.5,0,27349.0
1756,202304,4,9,3,5,1,1,0.4,0,3970.0
1757,202304,4,7,5,1,1,1,2.4,0,12017.0
1758,202304,4,10,4,4,1,1,1.4,0,11071.0
1759,202304,4,1,1,2,1,1,2.5,0,8478.0
1760,202304,4,5,1,2,1,1,3.7,0,18996.0
1761,202304,4,1,3,6,1,1,1.0,0,10903.0
1762,202304,4,3,1,1,1,1,0.8,0,7972.0
1763,202304,4,1,8,1,1,1,3.4,0,38972.0
1764,202304,4,1,3,6,1,1,3.8,0,26591.0
1765,202304,4,1,3,2,1,1,1.5,0,18852.0
1766,202304,4,9,4,7,1,1,2.7,0,21268.0
1767,202304,4,3,2,6,1,1,3.9,0,38447.0
1768,202304,4,7,8,2,1,1,1.1,0,9739.0
1769,202304,4,1,4,2,1,1,3.0,0,18082.0
1770,202304,4,1,7,1,1,1,3.8,0,46769.0
1771,202304,4,4,8,5,1,1,0.4,0,3593.0
1772,202304,4,10,5,2,1,1,2.7,0,11339.0
1773,202304,4,5,2,2,1,1,3.1,0,17003.0
1774,202304,4,3,2,6,1,1,3.6,0,14586.0
1775,202304,4,9,6,6,1,1,3.0,0,19270.0
1776,202304,4,1,2,2,1,1,1.2,0,4621.0
1777,202304,4,2,8,1,1,1,3.0,0,10987.0
1778,202304,4,5,7,3,1,1,3.9,0,45598.0
1779,202304,4,5,4,2,1,1,2.3,0,9600.0
1780,202304,4,5,8,8,1,1,2.4,0,25150.0
1781,202304,4,2,2,3,1,1,0.6,0,6792.0
1782,202304,4,2,1,2,1,1,1.3,0,5467.0
1783,202304,4,3,2,3,1,1,0.9,0,3528.0
1784,202304,4,1,3,5,1,1,3.9,0,45922.0
1785,202304,4,9,1,3,1,1,3.8,0,18179.0
1786,202304,4,4,2,1,1,1,0.7,0,3621.0
1787,202304,4,2,4,6,1,1,2.4,0,29005.0
1788,202304,4,6,2,6,1,1,1.3,0,7125.0
1789,202304,4,1,4,5,1,1,2.3,0,18200.0
1790,202304,4,1,3,1,1,1,1.9,0,11453.0
1791,202304,4,8,6,5,1,1,2.1,0,8675.0
1792,202304,4,2,2,6,1,1,1.4,0,5581.0
1793,202304,4,1,2,7,1,1,1.8,0,14212.0
1794,202304,4,8,2,1,1,1,2.7,0,18685.0
1795,202304,4,3,4,2,1,1,1.0,0,3628.0
1796,202304,4,5,4,2,1,1,1.1,0,6356.0
1797,202304,4,1,2,7,1,1,2.9,0,11972.0
1798,202304,4,8,3,7,1,1,2.3,0,28793.0
1799,202304,4,7,2,4,1,1,0.5,0,3458.0
1800,202304,4,6,4,4,1,1,2.8,0,34129.0
1801,202304,4,7,2,3,1,1,1.4,0,9786.0
1802,202304,4,9,1,4,1,1,2.4,0,19587.0
1803,202304,4,7,6,5,1,1,0.8,0,9850.0
1804,202304,4,5,2,1,1,1,3.9,0,42749.0
1805,202304,4,1,1,3,1,1,0.6,0,5855.0
1806,202304,4,2,6,1,1,1,3.4,0,19297.0
1807,202304,4,9,8,1,1,1,0.6,0,5125.0
1808,202404,1,5,3,8,1,1,13.5,0,39100.0
1809,202404,1,9,7,5,1,1,28.3,0,30282.0
1810,202404,1,1,2,5,1,1,28.3,0,86461.0
1811,202404,1,1,5,7,1,1,5.1,0,10636.0
1812,202404,1,2,4,2,1,1,18.6,0,42064.0
1813,202404,1,1,2,2,1,1,19.5,0,47462.0
1814,202404,1,3,1,3,1,1,42.7,0,58507.0
1815,202404,1,8,4,2,1,1,43.1,1,119030.0
1816,202404,1,2,2,2,1,1,40.5,0,98968.0
1817,202404,2,1,2,2,1,1,11.7,0,43605.0
1818,202404,2,2,2,6,1,1,5.2,0,24433.0
1819,202404,2,1,4,2,1,1,11.0,0,39099.0
1820,202404,2,4,8,4,1,1,10.4,0,57625.0
1821,202404,2,5,8,1,1,1,1.1,0,5507.0
1822,202404,2,3,2,7,1,1,10.3,0,59954.0
1823,202404,2,1,2,2,1,1,10.5,0,26917.0
1824,202404,2,1,2,1,1,1,5.6,0,33637.0
1825,202404,2,8,2,2,1,1,4.6,0,17610.0
1826,202404,2,3,6,1,1,1,8.3,0,22919.0
1827,202404,2,4,5,3,1,1,2.4,0,13868.0
1828,202404,2,6,5,2,1,1,4.3,0,24169.0
1829,202404,2,2,7,8,1,1,8.4,0,24934.0
1830,202404,2,3,1,1,1,1,10.3,0,55035.0
1831,202404,2,1,2,6,1,1,2.9,0,7518.0
1832,202404,2,7,4,4,1,1,0.5,0,2673.0
1833,202404,2,9,6,1,1,1,5.8,0,12964.0
1834,202404,2,1,5,7,1,1,0.4,0,1125.0
1835,202404,2,9,2,6,1,1,11.6,0,54348.0
1836,202404,2,3,4,8,1,1,4.4,0,12362.0
1837,202404,2,4,2,6,1,1,6.4,0,29397.0
1838,202404,2,6,1,1,1,1,6.3,0,30110.0
1839,202404,2,2,5,6,1,1,7.2,0,21289.0
1840,202404,2,7,1,3,1,1,1.0,0,6344.0
1841,202404,2,7,3,8,1,1,3.5,0,16623.0
1842,202404,3,7,2,2,1,1,0.9,0,7120.0
1843,202404,3,1,8,8,1,1,3.3,0,22177.0
1844,202404,3,7,3,6,1,1,0.8,0,2067.0
1845,202404,3,4,2,2,1,1,3.7,0,19659.0
1846,202404,3,8,1,5,1,1,2.9,0,18904.0
1847,202404,3,1,3,6,1,1,2.9,0,21290.0
1848,202404,3,7,8,3,1,1,3.7,0,26779.0
1849,202404,3,5,2,8,1,1,0.9,0,6421.0
1850,202404,3,5,2,2,1,1,0.7,0,2325.0
1851,202404,3,2,7,7,1,1,2.4,0,21530.0
1852,202404,3,7,3,6,1,1,0.6,0,2975.0
1853,202404,3,8,2,3,1,1,3.2,0,15314.0
1854,202404,3,2,5,2,1,1,2.0,0,6496.0
1855,202404,3,1,6,5,1,1,2.4,0,16485.0
1856,202404,3,4,2,4,1,1,0.7,0,5111.0
1857,202404,3,5,2,3,1,1,0.5,0,4275.0
1858,202404,3,1,2,2,1,1,1.8,0,11699.0
1859,202404,3,4,2,2,1,1,3.5,0,12945.0
1860,202404,3,1,4,2,1,1,2.6,0,9550.0
1861,202404,3,7,1,1,1,1,2.0,0,7815.0
1862,202404,3,9,2,5,1,1,3.1,0,18367.0
1863,202404,3,9,8,1,1,1,0.8,0,4418.0
1864,202404,3,3,4,3,1,1,3.9,0,20124.0
1865,202404,3,1,5,2,1,1,3.0,0,27721.0
1866,202404,3,2,8,8,1,1,2.3,0,5817.0
1867,202404,3,1,6,6,1,1,1.2,0,8872.0
1868,202404,3,2,2,1,1,1,0.7,0,4217.0
1869,202404,3,2,2,1,1,1,3.3,0,15005.0
1870,202404,3,2,4,6,1,1,2.2,0,13582.0
1871,202404,3,3,6,1,1,1,1.6,0,14224.0
1872,202404,3,2,8,2,1,1,0.9,0,8037.0
1873,202404,3,9,4,1,1,1,1.1,0,8399.0
1874,202404,3,1,2,6,1,1,0.4,0,2413.0
1875,202404,3,1,3,6,1,1,2.7,0,7206.0
1876,202404,3,7,2,7,1,1,2.3,0,6325.0
1877,202404,3,1,6,1,1,1,2.7,0,6864.0
1878,202404,3,8,1,3,1,1,1.9,0,6251.0
1879,202404,3,2,4,6,1,1,0.9,0,6665.0
1880,202404,3,7,1,2,1,1,1.9,0,5941.0
1881,202404,3,5,2,5,1,1,2.5,0,8469.0
1882,202404,3,1,5,6,1,1,2.6,0,11532.0
1883,202404,3,9,1,3,1,1,1.0,0,3838.0
1884,202404,3,2,5,2,1,1,1.6,0,8560.0
1885,202404,3,1,1,4,1,1,2.1,0,8180.0
1886,202404,3,4,3,2,1,1,0.3,0,2171.0
1887,202404,3,1,5,6,1,1,2.1,0,19396.0
1888,202404,3,9,5,1,1,1,3.0,0,9388.0
1889,202404,3,2,6,2,1,1,2.0,0,18873.0
1890,202404,3,2,4,1,1,1,0.7,0,2560.0
1891,202404,4,1,2,2,1,1,3.3,0,20467.0
1892,202404,4,8,1,1,1,1,3.4,0,39939.0
1893,202404,4,1,2,6,1,1,2.7,0,17159.0
1894,202404,4,4,5,2,1,1,3.6,0,14732.0
1895,202404,4,2,2,1,1,1,1.8,0,22389.0
1896,202404,4,2,4,6,1,1,3.4,0,36989.0
1897,202404,4,7,8,1,1,1,0.7,0,6918.0
1898,202404,4,1,2,1,1,1,1.8,0,15968.0
1899,202404,4,9,5,6,1,1,1.9,0,17231.0
1900,202404,4,9,3,5,1,1,0.4,0,3908.0
1901,202404,4,8,2,3,1,1,3.7,0,15852.0
1902,202404,4,3,4,1,1,1,0.5,0,4744.0
1903,202404,4,1,7,8,1,1,2.8,0,29591.0
1904,202404,4,6,7,5,1,1,1.1,0,13613.0
1905,202404,4,2,5,4,1,1,2.8,0,25578.0
1906,202404,4,3,6,6,1,1,1.2,0,7823.0
1907,202404,4,7,6,3,1,1,0.9,0,10020.0
1908,202404,4,6,1,1,1,1,2.7,0,12708.0
1909,202404,4,4,4,8,1,1,0.9,0,9372.0
1910,202404,4,2,2,2,1,1,3.9,0,14365.0
1911,202404,4,1,5,6,1,1,1.7,0,18775.0
1912,202404,4,1,4,3,1,1,3.3,0,24756.0
1913,202404,4,4,4,2,1,1,0.7,0,5582.0
1914,202404,4,7,1,1,1,1,1.8,0,6379.0
1915,202404,4,5,1,8,1,1,0.6,0,5400.0
1916,202404,4,6,6,2,1,1,3.6,0,30954.0
1917,202404,4,7,6,3,1,1,3.8,0,25415.0
1918,202404,4,1,2,8,1,1,2.0,0,17155.0
1919,202404,4,6,5,3,1,1,3.0,0,20063.0
1920,202404,4,4,1,1,1,1,3.1,0,16519.0
1921,202404,4,2,3,8,1,1,2.6,0,28286.0
1922,202404,4,5,5,2,1,1,2.9,0,10554.0
1923,202404,4,1,4,1,1,1,3.3,0,34083.0
1924,202404,4,3,1,2,1,1,2.6,0,13001.0
1925,202404,4,3,2,3,1,1,3.4,0,17100.0
1926,202404,4,2,1,7,1,1,1.8,0,21772.0
1927,202404,4,7,5,1,1,1,3.2,0,24080.0
1928,202404,4,7,5,4,1,1,0.8,0,6391.0
1929,202404,4,5,7,1,1,1,2.3,0,16916.0
1930,202404,4,6,4,4,1,1,3.2,0,38201.0
1931,202404,4,8,5,1,1,1,3.0,0,13297.0
1932,202404,4,3,6,5,1,1,2.5,0,15724.0
1933,202404,4,3,4,5,1,1,3.7,0,38920.0
1934,202404,4,2,4,2,1,1,3.9,0,29435.0
1935,202404,4,1,2,3,1,1,2.5,0,29274.0
1936,202404,4,5,2,8,1,1,2.9,0,33242.0
1937,202404,4,8,7,4,1,1,2.6,0,13334.0
1938,202404,4,6,7,2,1,1,2.8,0,33722.0
1939,202404,4,1,7,6,1,1,3.9,0,19137.0
1940,202404,4,5,7,6,1,1,1.5,0,6462.0
1941,202404,4,2,5,3,1,1,2.5,0,30624.0
1942,202404,4,8,4,6,1,1,3.1,0,34960.0
1943,202404,4,2,4,7,1,1,0.3,0,1267.0
1944,202404,4,3,2,1,1,1,2.8,0,14333.0
1945,202404,4,9,8,1,1,1,3.9,0,38066.0
1946,202404,4,1,1,6,1,1,3.2,0,16507.0
1947,202404,4,5,1,2,1,1,3.3,0,13807.0
1948,202404,4,7,7,4,1,1,3.5,0,36145.0
1949,202404,4,5,4,2,1,1,2.2,0,23869.0
1950,202404,4,8,2,6,1,1,2.8,0,33864.0
1951,202404,4,3,4,7,1,1,3.9,0,24186.0
1952,202404,4,5,1,1,1,1,3.1,0,15964.0
1953,202404,4,9,4,8,1,1,1.1,0,10213.0
1954,202404,4,8,6,2,1,1,3.1,0,26187.0
